,input_accessionID,database_accessionID,qstart,qend,nident,input_length,totident
176,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",16041,16302,189,32995,6323
177,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",14361,14707,240,32995,6323
178,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",24954,25224,190,32995,6323
179,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",24471,24902,300,32995,6323
180,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",20927,21067,106,32995,6323
181,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",13723,13960,163,32995,6323
182,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",3777,3916,112,32995,6323
183,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",2375,2488,87,32995,6323
184,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",7784,8001,146,32995,6323
185,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",10380,10550,117,32995,6323
186,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",16715,16801,63,32995,6323
187,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",5445,5503,46,32995,6323
188,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",9818,9913,68,32995,6323
189,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",25488,25586,70,32995,6323
190,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",22437,22471,31,32995,6323
191,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",15344,15412,51,32995,6323
192,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",14151,14255,76,32995,6323
193,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",29770,30013,156,32995,6323
194,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",30490,30567,59,32995,6323
195,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",12233,12273,33,32995,6323
196,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",15674,15721,38,32995,6323
197,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",8336,9495,802,32995,6297
198,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",11515,12034,383,32995,6297
199,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",12593,13197,437,32995,6297
200,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",18011,18885,594,32995,6297
201,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",19908,20659,524,32995,6297
202,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",26528,27548,677,32995,6297
203,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",25903,26265,260,32995,6297
204,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",15893,16302,280,32995,6297
205,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",14478,14707,169,32995,6297
206,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",24954,25222,186,32995,6297
207,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",16330,16596,184,32995,6297
208,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",21308,21781,317,32995,6297
209,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",24469,24926,302,32995,6297
210,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",25488,25587,78,32995,6297
211,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",20928,21063,96,32995,6297
212,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",7791,7994,138,32995,6297
213,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",13252,13331,60,32995,6297
214,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",13729,13923,148,32995,6297
215,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",31017,31098,62,32995,6297
216,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",16667,16801,92,32995,6297
217,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",15281,15432,105,32995,6297
218,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",3393,3455,49,32995,6297
219,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",15531,15721,127,32995,6297
220,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",31508,31546,33,32995,6297
221,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",22443,22483,34,32995,6297
222,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",1370,1488,82,32995,6297
223,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",1945,1976,28,32995,6297
224,NC_030884.1,"MN876842.1_Hoswirudivirus_ARV3_Acidianus_rod-shaped_virus_3_isolate_9,_complete_genome",10482,10550,50,32995,6297
225,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",8343,9272,648,32995,5298
226,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",18019,18821,544,32995,5298
227,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",12610,13331,496,32995,5298
228,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",25903,27222,866,32995,5298
229,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",11580,12033,320,32995,5298
230,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",20045,20659,429,32995,5298
231,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",21309,21781,334,32995,5298
232,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",16003,16315,227,32995,5298
233,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",24951,25222,198,32995,5298
234,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",14438,14707,197,32995,5298
235,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",24471,24656,136,32995,5298
236,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",10386,10547,116,32995,5298
237,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",25488,25641,111,32995,5298
238,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",7677,7994,212,32995,5298
239,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",15345,15412,51,32995,5298
240,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",9644,9730,62,32995,5298
241,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",15054,15129,55,32995,5298
242,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",16636,16794,106,32995,5298
243,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",20929,21029,72,32995,5298
244,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",17520,17573,43,32995,5298
245,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",6472,6519,41,32995,5298
246,NC_030884.1,"MN876843.1_Hoswirudivirus_MRV1_Metallosphaera_rod-shaped_virus_1_isolate_201,_complete_genome",17833,17872,34,32995,5298
247,NC_030884.1,"NC_001716.2_Human_betaherpesvirus_7_Human_herpesvirus_7,_complete_genome",30348,30378,30,32995,30
248,NC_030884.1,"NC_003214.2_Sulfolobus_islandicus_filamentous_virus_Sulfolobus_islandicus_filamentous_virus,_complete_genome",13522,13727,159,32995,596
249,NC_030884.1,"NC_003214.2_Sulfolobus_islandicus_filamentous_virus_Sulfolobus_islandicus_filamentous_virus,_complete_genome",24486,24929,292,32995,596
250,NC_030884.1,"NC_003214.2_Sulfolobus_islandicus_filamentous_virus_Sulfolobus_islandicus_filamentous_virus,_complete_genome",17246,17357,80,32995,596
251,NC_030884.1,"NC_003214.2_Sulfolobus_islandicus_filamentous_virus_Sulfolobus_islandicus_filamentous_virus,_complete_genome",6728,6814,65,32995,596
252,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",4288,10560,5603,32995,16278
253,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",24467,28173,3280,32995,16278
254,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",10569,13333,2486,32995,16278
255,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",29607,30538,845,32995,16278
256,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",72,1553,1143,32995,16278
257,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",31400,32924,1153,32995,16278
258,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",22593,23250,555,32995,16278
259,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",28425,29155,574,32995,16278
260,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",3812,4280,409,32995,16278
261,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",30906,31118,170,32995,16278
262,NC_030884.1,"NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome",20689,20764,60,32995,16278
263,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",13729,22522,7842,32995,24449
264,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",4299,10560,5573,32995,24449
265,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",24467,28180,3301,32995,24449
266,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",10569,13505,2596,32995,24449
267,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",55,991,884,32995,24449
268,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",32005,32941,884,32995,24449
269,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",29606,30147,492,32995,24449
270,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",22593,23253,552,32995,24449
271,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",3803,4254,393,32995,24449
272,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",28448,29155,518,32995,24449
273,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",1000,1550,397,32995,24449
274,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",31446,31996,393,32995,24449
275,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",30909,31144,185,32995,24449
276,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",3385,3616,165,32995,24449
277,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",2898,3014,90,32995,24449
278,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",2383,2519,103,32995,24449
279,NC_030884.1,"NC_004087.1_Icerudivirus_SIRV1_Sulfolobus_islandicus_rod-shaped_virus_1,_complete_genome",1953,2066,81,32995,24449
280,NC_030884.1,"NC_005830.1_Acidianus_filamentous_virus_1_Acidianus_filamentous_virus_1,_complete_genome",8754,8789,31,32995,31
281,NC_030884.1,"NC_008210.1_Ranid_herpesvirus_2_Ranid_herpesvirus_2_strain_ATCC_VR-568,_complete_genome",30301,30347,37,32995,37
282,NC_030884.1,"NC_009884.1_Acidianus_filamentous_virus_2_Acidianus_filamentous_virus_2,_complete_genome",1402,1443,38,32995,38
283,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",11593,11998,289,32995,2503
284,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",12456,13193,484,32995,2503
285,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",18167,18438,197,32995,2503
286,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",8742,9019,199,32995,2503
287,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",20324,20653,217,32995,2503
288,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",25455,25576,91,32995,2503
289,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",14472,14730,175,32995,2503
290,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",24528,24713,127,32995,2503
291,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",21645,21781,95,32995,2503
292,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",26191,26269,60,32995,2503
293,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",164,266,77,32995,2503
294,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",32730,32832,77,32995,2503
295,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",14152,14267,79,32995,2503
296,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",29569,29663,67,32995,2503
297,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",3431,3500,51,32995,2503
298,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",8402,8473,52,32995,2503
299,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",16700,16786,61,32995,2503
300,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",12327,12392,48,32995,2503
301,NC_030884.1,"NC_009965.1_Itarudivirus_ARV1_Acidianus_rod-shaped_virus_1,_complete_genome",27044,27124,57,32995,2503
302,NC_030884.1,"NC_010152.1_Acidianus_filamentous_virus_6_Acidianus_filamentous_virus_6,_complete_genome",24509,24657,105,32995,105
303,NC_030884.1,"NC_010153.1_Acidianus_filamentous_virus_7_Acidianus_filamentous_virus_7,_complete_genome",24559,24719,116,32995,116
304,NC_030884.1,"NC_010154.1_Acidianus_filamentous_virus_8_Acidianus_filamentous_virus_8,_complete_genome",24531,24657,93,32995,93
305,NC_030884.1,"NC_010155.1_Acidianus_filamentous_virus_3_Acidianus_filamentous_virus_3,_partial_viral_genome",24496,24657,116,32995,165
306,NC_030884.1,"NC_010155.1_Acidianus_filamentous_virus_3_Acidianus_filamentous_virus_3,_partial_viral_genome",6585,6643,49,32995,165
307,NC_030884.1,"NC_010537.1_Acidianus_filamentous_virus_9_Acidianus_filamentous_virus_9,_complete_genome",13508,13708,157,32995,602
308,NC_030884.1,"NC_010537.1_Acidianus_filamentous_virus_9_Acidianus_filamentous_virus_9,_complete_genome",24496,24941,284,32995,602
309,NC_030884.1,"NC_010537.1_Acidianus_filamentous_virus_9_Acidianus_filamentous_virus_9,_complete_genome",17245,17356,82,32995,602
310,NC_030884.1,"NC_010537.1_Acidianus_filamentous_virus_9_Acidianus_filamentous_virus_9,_complete_genome",5110,5146,32,32995,602
311,NC_030884.1,"NC_010537.1_Acidianus_filamentous_virus_9_Acidianus_filamentous_virus_9,_complete_genome",27662,27722,47,32995,602
312,NC_030884.1,"NC_019491.1_Cyprinid_herpesvirus_1_Cyprinid_herpesvirus_1_strain_NG-J1,_complete_genome",5283,5313,27,32995,27
313,NC_030884.1,"NC_020474.2_Elephantid_betaherpesvirus_1_Elephantid_herpesvirus_1,_complete_genome",12016,12041,24,32995,24
314,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",8193,9762,1138,32995,9293
315,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",26511,27576,770,32995,9293
316,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",12327,13325,722,32995,9293
317,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",18008,18921,646,32995,9293
318,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",24459,25764,930,32995,9293
319,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",11590,12032,352,32995,9293
320,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",14020,15752,1164,32995,9293
321,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",16015,16802,556,32995,9293
322,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",19848,20653,543,32995,9293
323,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",20831,21029,158,32995,9293
324,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",21225,21826,403,32995,9293
325,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",25908,26166,191,32995,9293
326,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",10758,10918,124,32995,9293
327,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",4810,5054,180,32995,9293
328,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",7813,8112,212,32995,9293
329,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",175,468,208,32995,9293
330,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",32528,32821,208,32995,9293
331,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",17221,17412,140,32995,9293
332,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",17495,17629,95,32995,9293
333,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",727,906,128,32995,9293
334,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",32090,32269,128,32995,9293
335,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",10462,10603,100,32995,9293
336,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",10968,11018,41,32995,9293
337,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",2937,2996,48,32995,9293
338,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",28921,28976,45,32995,9293
339,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",20728,20767,33,32995,9293
340,NC_030884.1,"NC_025375.1_Azorudivirus_SRV_Stygiolobus_rod-shaped_virus,_complete_genome",19388,19419,30,32995,9293
341,NC_030884.1,"NC_027916.2_Testudinid_alphaherpesvirus_3_Testudinid_herpesvirus_3_strain_1976,_complete_genome",21712,21744,30,32995,30
342,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",8341,9282,672,32995,6064
343,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",12596,13331,532,32995,6064
344,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",19908,20679,529,32995,6064
345,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",18168,18891,492,32995,6064
346,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",11580,12039,322,32995,6064
347,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",26564,27451,586,32995,6064
348,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",21309,21781,331,32995,6064
349,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",25903,26274,265,32995,6064
350,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",16330,16603,203,32995,6064
351,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",14466,14707,182,32995,6064
352,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",16042,16315,199,32995,6064
353,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",24953,25129,133,32995,6064
354,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",24469,24818,242,32995,6064
355,NC_030884.1,"NC_029314.1_Hoswirudivirus_ARV2_Acidianus_rod-shaped_virus_2_strain_ARV2,_complete_genome",25445,25741,208,32995,6064
